uid,profession,pid,item_description,price,category,site_name
236,CE,603,Zep® All-in-1 Premium Pressure Washing Concentrate - 1.35 Gal.,13.36,Commercial & Industrial|Office & Janitorial|Cleaning Tools & Supplies,QC Supply
236,CE,128,"Productivity1000 discrete combo module, Input: 8-point, 12-24 VDC, sinking/sourcing, Output: 7-point, 3.3-24 VDC, sinking, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",61.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
236,CE,773,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",57.72,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
236,CE,867,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",44.56,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
236,CE,132,"Productivity1000 relay output module, 8-point, 6-24 VDC/6-120 VAC, (6) Form A, (2) Form C, 8 isolated common(s), 1 point(s) per common, 3A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",44.5,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|AC I/O (Relay Outputs),Automation Direct
236,CE,368,"3M 81729 Ribbed Retainer Nut Disc Pad Face Plate, 9 in Dia",49.72,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
237,EE,621,Sweeney’s® Poison Moleworms™,22.99,"Commercial & Industrial|Pest Control, Rodent, & Insect|Mole Control",QC Supply
237,EE,731,Casco LCW Pressure Washer General Cleaner - 1 Gal.,13.2,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
237,EE,665,"DURAFAN® 18"" Circulating Fan With Wide Guard - Black",99.99,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
237,EE,653,"DURAFAN® 24"" Indoor/Outdoor Oscillating Wall Mount Fan - White",231.53,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
237,EE,965,"#10 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
237,EE,929,"#12-24 x 2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
237,EE,346,"Dynabrade® 56106 Non-Vacuum Backing Pad, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
237,EE,976,"#12 x 1-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
237,EE,953,"#10 x 2"" Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
237,EE,653,"DURAFAN® 24"" Indoor/Outdoor Oscillating Wall Mount Fan - White",231.53,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
237,EE,1032,"7PC TORX® Equivalent (6-Lobe) Tamper Resistant Screwdriver Kit Contains Sizes :#7,#8,#9,#10, #15,#20,#25",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
238,EE,30,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, green. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
238,EE,149,"Productivity2000 AC base power supply, 100-240 VAC nominal input. (1) power supply required per base.",71.0,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|Base Power Supplies,Automation Direct
238,EE,77,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
238,EE,246,Foot Stomp Shear SF-5216E,2295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Foot Sheet Metal Shears",Bailiegh Industrial
238,EE,95,"CLICK discrete combo module, Input: 4-point, 12-24 VDC, sinking/sourcing, Output: 4-point, 6-240 VAC/6-27 VDC, (1) Form A (SPST) relay, 1A/point. Removable terminal block included.",50.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|DC I/O,Automation Direct
238,EE,13,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 3ft cable length, blue. For use with 10/100/1000 Mbps networks.",4.75,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
238,EE,264,Plate Shear SH-120250-HD,45695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
238,EE,176,Profile Bender R-M55H,10695.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
238,EE,120,"Productivity1000 discrete input module, 8-point, 12-24 VDC, sinking/sourcing, 2 common(s), 4 point(s) per common. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",35.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
238,EE,990,"#14 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
238,EE,949,"1/4""-20 x 4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
238,EE,49,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, yellow. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
238,EE,190,MB4X2-20 Mandrel Table for MB-4X2 (20'),10395.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
238,EE,915,"#10-24 x 1"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
238,EE,70,"CLICK Ethernet Basic PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, sourcing.",132.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
238,EE,20,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 7ft cable length, black. For use with 10/100/1000 Mbps networks.",7.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
238,EE,267,Bench Mounted Multi-Purpose Manual Sheet Metal Shear MPS-8G,195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
238,EE,1008,"TORX® Equivalent (6-Lobe) Security Kit w/One Each #10, #15, #20, #25, #27, #30 &  a 1/4"" Magnetic Storage Handle",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
238,EE,59,"CLICK Basic PLC, 24 VDC required, serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, sourcing.",69.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
239,CPE,67,"CLICK Analog PLC, 24 VDC required, serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sourcing, Analog Output: 2-channel, current/voltage.",132.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
239,CPE,90,"CLICK discrete input module, 16-point, 24 VDC, sinking/sourcing, 4 isolated common(s), 4 point(s) per common. Removable terminal block included.",46.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|DC I/O,Automation Direct
239,CPE,272,MPS-5 Throatless Shear,795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
239,CPE,104,"CLICK analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",91.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
239,CPE,243,Plate Roll PR-503,24895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
239,CPE,285,Metal Cutting Bandsaw BS-330M,9695.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
239,CPE,60,"CLICK Basic PLC, 24 VDC required, serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, relay.",81.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
239,CPE,275,Portable Metal Cutting Band Saw - BS-127P,595.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
240,ME,811,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",37.49,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
240,ME,794,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 36""",79.09,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
240,ME,833,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 24""",45.99,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
240,ME,27,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, gray. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
240,ME,389,"Dynabrade® 54488 Disc Backing Pad, 3-1/2 in Dia, Hook Attachment",26.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
240,ME,813,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",55.13,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
240,ME,840,"3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 18""",35.78,"Alloy|Flat|Cold Finished|3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
240,ME,22,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 7ft cable length, green. For use with 10/100/1000 Mbps networks.",7.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
240,ME,371,"3M 81728 Ribbed Retainer Nut Disc Pad Face Plate, 9 in Dia",49.72,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
240,ME,997,"#20 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
240,ME,1044,"#10-16 x 1/2"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #3 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",nan,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
241,CPE,734,Casco CS Concentrate Neutral Cleaner - 1 Gal.,11.15,Commercial & Industrial|Office & Janitorial|Cleaning Tools & Supplies,QC Supply
241,CPE,610,Better Water Industries Inc. Chlorine Tablets - 5 lbs.,37.73,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
241,CPE,683,Dosatron® D25RE10 Injector,915.59,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
241,CPE,608,Motomco Jaguar® Place Pacs - 16 lbs.,85.35,"Commercial & Industrial|Pest Control, Rodent, & Insect|Rat & Mouse Bait",QC Supply
241,CPE,959,"#8 x 1-5/8"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
241,CPE,176,Profile Bender R-M55H,10695.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
241,CPE,1013,"#27 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
241,CPE,290,Band Saw BS-20SA-DM,15795.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
241,CPE,301,"3M 85732 Wood Machine Kit, 5 Pieces",679.63,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
242,CPE,592,DC CUTOFF WHEEL 5X1/4X7/8 NRTN MTL,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
242,CPE,549,30435 DC CUTOFF WHL 4.5X1/8X5/8-11 GEM,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
242,CPE,278,Horizontal and Vertical Band Saw BS-712MS,2195.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
242,CPE,321,"3M 048011-22970 Disc Holder Adapter, 5/8-11 EXT - 3/8-24 INT",13.7,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
242,CPE,404,"Dynabrade® 56185 Non-Vacuum Backing Pad, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
242,CPE,297,Vertical Band Saw BSV-12,3295.0,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
242,CPE,403,"Dynabrade® 56181 Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",30.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
242,CPE,662,Aegis™ RP Bait Station - Locking,10.8,"Commercial & Industrial|Pest Control, Rodent, & Insect|Traps & Bait Stations",QC Supply
242,CPE,164,Manual Mandrel Bender HMB-1125,8995.0,Metalworking|Tube & Pipe Benders|Mandrel Benders,Bailiegh Industrial
242,CPE,737,Dosatron® PJDI120V Mini Seal Kit,61.41,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
242,CPE,436,"Dynabrade® 53973 Conversion Pad, Hook Attachment",5.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
242,CPE,415,"Dynabrade® 56274 Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24, PSA Attachment, Urethane/Vinyl Face",30.04,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
242,CPE,179,Hydraulic Roll Bender R-H65,21995.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
242,CPE,252,Compact Metal Shear SH-6010,14695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
242,CPE,743,Casco CS-590 General Purpose Defoaming Compound - 1 Gal.,18.6,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
243,CE,751,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 12""",9.8,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
243,CE,822,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",1.54,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
243,CE,983,"#14 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
243,CE,844,"3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 60""",114.18,"Alloy|Flat|Cold Finished|3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
243,CE,666,QMark® MUH Electric Unit Heaters - 208/240V,298.78,Commercial & Industrial|Heaters|Electric Heaters,QC Supply
244,ME,26,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 7ft cable length, orange. For use with 10/100/1000 Mbps networks.",7.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
244,ME,91,"CLICK discrete output module, 8-point, 3.3-27 VDC, sinking, 2 isolated common(s), 4 point(s) per common, 0.3A/point. Removable terminal block included.",36.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|DC I/O,Automation Direct
244,ME,133,"Productivity1000 analog input module, 4-channel, current, 13-bit, input current signal range(s) of 0-20 mA, external 24 VDC required.",69.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
244,ME,111,"CLICK AC power supply, 100-240 VAC nominal input, 24 VDC nominal output, 1.3A continuous.",40.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
245,CPE,280,Mitering Band Saw BS-250M,3595.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
245,CPE,864,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",17.28,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,820,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 60""",67.11,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,538,DC CUTOFF WHEEL 4X1/4X5/8 ALUM 46 MD,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
245,CPE,586,DC CUTOFF WHEEL 9X1/4X5/811 LL DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
245,CPE,249,Hydraulic Metal Shear SH-6014,9895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
245,CPE,489,16727 METABO DISC 4-1/2X3/32,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
245,CPE,558,DC CUTOFF WHEEL 7X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
245,CPE,847,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 12""",7.03,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,575,7X1/4X5/8-11 T27 MET DEP CTR GR WHEEL,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
245,CPE,887,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",23.04,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,201,Straight Brake HB-12016,7195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
245,CPE,237,Plate Roller PR-514,13695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
245,CPE,517,GRINDING WHEEL 7X1/4X5/811 LL DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
245,CPE,203,Hand Brake HB-14418,9495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
245,CPE,826,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",45.79,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,243,Plate Roll PR-503,24895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
245,CPE,866,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",33.75,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
245,CPE,567,DC CUTOFF WHEEL 9X1/4X5/811 LL DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
245,CPE,210,Finger Brake BB-5014F,2595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
245,CPE,222,Sheet Metal Brake BB-12014H,21495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
246,IE,916,"#10-24 x 1"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,964,"#10 x 1 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
246,IE,936,"1/4""-20 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,917,"#10-24 x 1-1/4"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,548,DC CUTOFF WHEEL 4.5X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
246,IE,899,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 48""",98.84,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
246,IE,512,DC CUTOFF WHEEL T 27 4.5X1/8X7/8 GEM,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
246,IE,1033,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
246,IE,914,"1/4""-20 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,916,"#10-24 x 1"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,784,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 18""",22.96,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
246,IE,80,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, AC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, relay, Analog Output: 2-channel, current/voltage.",194.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
246,IE,802,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",23.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
246,IE,904,"#10-16 x 3/4"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,35,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 14ft cable length, gray. For use with 10/100/1000 Mbps networks.",11.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
246,IE,975,"#12 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
246,IE,117,"CLICK terminal blocks, replacement, 11-pole. Package of 2. For use with CLICK 8-point I/O modules.",12.5,Programmable Controllers|CLICK Series PLCs (S...|Spare Parts & Specialty Items,Automation Direct
246,IE,905,"#10-16 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
246,IE,587,DC CUTOFF WHEEL 4.5X1/4X7/8 NRTN MTL,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
